, UID       , Nat       , 2nd Nat   , Name                                  ,           ,           ,           ,
, 2002135533, ESP       ,           , Alex Molina                           , 3         , 16        , 1         ,
, 2002135532, ESP       ,           , Josep Valdivia                        , 3         , 15        , 1         ,
, 2002135531, ESP       ,           , José Francisco                        , 3         , 16        , 1         ,
, 2002135530, ESP       ,           , Germán                                , 2         , 5         , 1         ,
, 2002135529, ESP       ,           , Miguel Saldaña                        , 3         , 5         , 1         ,
, 2002135528, ESP       ,           , Roberto Marcilla                      , 1         , 5         , 1         ,
, 2002135527, ESP       ,           , Guille                                , 3         , 12        , 1         ,
, 2002135526, ECU       , ESP       , Christian Lara                        , 1         , 11        , 7         ,
, 2002135525, ESP       ,           , Máximo Arocha                         , 1         , 16        , 1         ,
, 2002135524, ALB       , ESP       , Bujar Zefi                            , 2         , 16        , 2         ,
, 2002135523, ESP       , MLI       , Mahama Coulibaly                      , 1         , 16        , 3         ,
, 2002135522, ESP       ,           , José Francisco                        , 3         , 16        , 1         ,
, 2002135521, ESP       ,           , Edu Rodríguez                         , 3         , 5         , 1         ,
, 2002135520, MLI       ,           , Aoula Leroux                          , 3         , 16        , 3         ,
, 2002135519, ESP       ,           , Javier                                , 2         , 11        , 1         ,
, 2002135518, ESP       , MLI       , Anwar Keïta                           , 3         , 16        , 3         ,
, 2002135517, POR       ,           , André Martins                         , 3         , 11        , 1         ,
, 2002135516, POR       ,           , Luís Silva                            , 2         , 15        , 1         ,
, 2002135515, POR       ,           , João Barandas                         , 3         , 15        , 3         ,
, 2002135514, POR       ,           , Rui Duarte                            , 1         , 11        , 1         ,
, 2002135513, POR       ,           , Gilberto Pereira                      , 2         , 16        , 3         ,
, 2002135512, IND       ,           , Durga Menezes                         , 1         , 5         , 4         ,
, 2002135511, BRA       , POR       , Leonardo Iramina                      , 1         , 5         , 2         ,
, 2002135510, COL       , POR       , Juan Diego Rojas                      , 1         , 11        , 1         ,
, 2002135509, IDN       ,           , Yudha Pratama                         , 1         , 16        , 5         ,
, 2002135508, KOR       , POR       , Park Yong-Ho                          , 2         , 16        , 10        ,
, 2002135507, ISL       ,           , Helgi Garðarsson                      , 3         , 5         , 2         ,
, 2002135506, SVK       ,           , Samuel Somsak                         , 1         , 3         , 0         ,
, 2002135505, ARG       , POR       , Agustín Corbalán                      , 1         , 5         , 1         ,
, 2002135504, URU       , POR       , Leandro Fernández                     , 1         , 3         , 1         ,
, 2002135503, URU       , POR       , Gabriel Velázquez                     , 2         , 5         , 1         ,
, 2002135502, GNB       , POR       , Ismael Vieira                         , 2         , 5         , 3         ,
, 2002135501, POR       ,           , Mário Lourenço                        , 1         , 12        , 1         ,
, 2002135500, POR       , ROU       , Alex Mitrea                           , 1         , 3         , 1         ,
, 2002135499, POR       ,           , Paulo Marquês                         , 1         , 5         , 1         ,
, 2002135498, POR       ,           , Hugo Ferreira                         , 1         , 15        , 3         ,
, 2002135497, POR       ,           , Cláudio Pitarma                       , 2         , 11        , 1         ,
, 2002135496, GNB       , POR       , João Vaz                              , 1         , 16        , 3         ,
, 2002135495, POR       ,           , Romão Pato                            , 1         , 15        , 1         ,
, 2002135494, SEN       , POR       , Dominique Diop                        , 2         , 5         , 3         ,
, 2002135493, POR       ,           , António Silva                         , 1         , 5         , 0         ,
, 2002135492, POR       ,           , Hugo                                  , 1         , 15        , 1         ,
, 2002135491, POR       ,           , Bernardo Gamito                       , 1         , 11        , 1         ,
, 2002135490, POR       ,           , Bruno Milhano                         , 1         , 5         , 1         ,
, 2002135489, POR       ,           , André Santos                          , 2         , 16        , 1         ,
, 2002135488, POR       ,           , Luís Manuel                           , 2         , 16        , 3         ,
, 2002135487, POR       ,           , Jácome Carrondo                       , 1         , 5         , 1         ,
, 2002135486, POR       ,           , João Tavares                          , 2         , 15        , 1         ,
, 2002135485, POR       ,           , Diogo Silva                           , 1         , 3         , 1         ,
, 2002135484, ANG       , POR       , Josué Gonçalves                       , 1         , 5         , 3         ,
, 2002135483, CPV       , POR       , Paulo Almeida                         , 1         , 5         , 3         ,
, 2002135482, POR       ,           , Bruno Bolotinha                       , 1         , 11        , 1         ,
, 2002135481, POR       , CPV       , Hélder Soares                         , 2         , 5         , 3         ,
, 2002135480, POR       ,           , Ricardo Russo                         , 2         , 5         , 1         ,
, 2002135479, POR       ,           , Vasco Silva                           , 1         , 11        , 1         ,
